Date,Ticker,BOARD_AVERAGE_AGE,BOARD_MEETINGS_PER_YR,BOARD_MEETING_ATTENDANCE_PCT,BOARD_SIZE,CEO_DUALITY,CHIEF_EXECUTIVE_OFFICER_AGE,CHIEF_EXECUTIVE_OFFICER_TENURE,CUR_MKT_CAP,ENVIRON_DISCLOSURE_SCORE,EQY_INST_PCT_SH_OUT,ESG_DISCLOSURE_SCORE,FEMALE_CEO_OR_EQUIVALENT,GOVNCE_DISCLOSURE_SCORE,INDEPENDENT_DIRECTORS,NUMBER_OF_WOMEN_ON_BOARD,PCT_IND_DIRECTORS_ON_COMP_CMTE,PCT_WOMEN_ON_BOARD,SOCIAL_DISCLOSURE_SCORE,TOT_COMP_AW_TO_CEO_&_EQUIV,BOARD_AVERAGE_TENURE,BS_TOT_ASSET,EPS_GROWTH,FNCL_LVRG,PCT_INSIDER_SHARES_OUT,RETURN_COM_EQY,RETURN_ON_ASSET,SALES_GROWTH,TOBIN_Q_RATIO,security_name,gics_sector_name,Firm Age,LN_BOARD_AVERAGE_AGE,LN_BOARD_MEETINGS_PER_YR,LN_TOT_COMP_AW_TO_CEO_&_EQUIV,LN_CHIEF_EXECUTIVE_OFFICER_TENURE,Ratio of shares,LN_CHIEF_EXECUTIVE_OFFICER_AGE
2021-01-01,CGX CT Equity,64.0,21.0,98.26,9.0,0.0,66.0,18.17,587.0991,9.3023,38.363,21.4876,0.0,51.7857,9.0,4.0,100.0,44.444,19.2982,2568391.0,8.23,2333.87,-57.037,8.8314,1.126,-204.4239,-23.1474,-74.8813,1.2412,Cineplex Inc,Communication Services,10.0,4.1588830833596715,3.044522437723423,14.758790190768808,2.89977188240808,0.029351197768683366,4.189654742026425
2010-01-01,CHE-U CT Equity,,,,,,,,337.6822,,,,,,,,,,,,,495.477,25.6198,2.7506,,22.4315,8.155,-53.6664,1.2771,Chemtrade Logistics Income Fun,Materials,,,,,,,
2011-01-01,CHE-U CT Equity,,,,,,,,463.738,,40.933,,,,,,,,,4658030.0,,485.911,-39.4737,2.4403,1.5779999999999998,13.9779,5.728,2.1747,1.5392,Chemtrade Logistics Income Fun,Materials,,,,15.354103169938101,,0.03855080253096523,
2012-01-01,CHE-U CT Equity,,,,,,,,618.7178,,30.204,,,,,,,,,4775530.0,,1075.602,80.4348,2.8704,1.272,22.1626,7.7211,57.7924,1.257,Chemtrade Logistics Income Fun,Materials,,,,15.379015520501902,,0.04211362733412793,
2013-01-01,CHE-U CT Equity,,,,,,53.0,,679.9647,,31.438,,,,,,,,,4850667.0,6.25,973.592,-43.3735,3.0871,1.38,11.7331,3.8006,4.4033,1.3682,Chemtrade Logistics Income Fun,Materials,,,,15.394626779231059,,0.04389592213245117,3.970291913552122
2014-01-01,CHE-U CT Equity,,,,,,54.0,,814.7102,,39.451,,,,,,,,,5232591.0,5.08,950.687,-71.2766,3.0546,1.25,1.7341,0.5677,-11.5608,1.5326,Chemtrade Logistics Income Fun,Materials,,,,15.470417124455413,,0.031684874908113864,3.9889840465642745
2015-01-01,CHE-U CT Equity,,,,,,55.0,,1413.29,,45.293,,,,,,,,,6652737.0,6.08,2228.403,-71.2766,2.792,0.834,3.6938,1.323,48.0043,1.2635,Chemtrade Logistics Income Fun,Materials,14.0,,,15.710538906904024,,0.018413441370631223,4.007333185232471
2016-01-01,CHE-U CT Equity,63.714,6.0,100.0,7.0,0.0,56.0,,1219.3893,,54.279,11.9835,0.0,51.7857,6.0,2.0,100.0,28.571,,4405847.0,6.15,2413.245,-102.9412,2.7128,0.84,-5.5628,-2.0506,13.4197,1.1462,Chemtrade Logistics Income Fun,Materials,15.0,4.154404318649764,1.791759469228055,15.298443080366996,,0.015475598297684186,4.02535169073515
2017-01-01,CHE-U CT Equity,64.714,10.0,100.0,7.0,0.0,57.0,,1308.2611,,47.762,10.7438,0.0,46.4286,6.0,2.0,100.0,28.571,,4113980.0,7.07,2162.072,97.1014,2.7732,0.875,-1.5345,-0.5533,-21.8063,1.2503,Chemtrade Logistics Income Fun,Materials,16.0,4.169977561406937,2.302585092994046,15.22990148773451,,0.018320003349943468,4.04305126783455
2018-01-01,CHE-U CT Equity,63.333,10.0,96.66,6.0,0.0,58.0,,1828.9757,,43.222,15.2893,0.0,55.3571,5.0,2.0,100.0,33.333,10.5263,4363030.0,7.15,2983.328,97.1014,2.6831,0.464,15.3682,5.7278,37.6556,1.2171,Chemtrade Logistics Income Fun,Materials,17.0,4.1484065203206315,2.302585092994046,15.288677328084857,,0.010735273703206701,4.060443010546419
2019-01-01,CHE-U CT Equity,64.333,10.0,96.66,6.0,0.0,59.0,,988.024,3.876,46.269,20.2479,0.0,55.3571,5.0,2.0,100.0,33.333,22.807,8688382.0,7.74,2877.088,97.1014,2.7064,0.516,-12.1473,-4.4883,8.6179,0.9839,Chemtrade Logistics Income Fun,Materials,18.0,4.164072718876202,2.302585092994046,15.97749728888171,,0.011152175322570188,4.07753744390572
2020-01-01,CHE-U CT Equity,64.167,8.0,93.22,6.0,0.0,60.0,,1039.8764,3.876,48.929,20.2479,0.0,55.3571,5.0,2.0,100.0,33.333,22.807,3877015.0,7.0,2779.073,23.9437,3.1843,0.613,-11.2205,-3.5237,-3.9412,1.0942,Chemtrade Logistics Income Fun,Materials,19.0,4.161489059851431,2.0794415416798357,15.170576085616435,,0.012528357415847452,4.0943445622221
2021-01-01,CHE-U CT Equity,62.143,15.0,98.13,7.0,0.0,61.0,18.08,539.8642,3.876,37.793,20.2479,0.0,55.3571,6.0,3.0,100.0,42.857,22.807,4119143.0,7.0,2500.326,-67.5926,3.8666,0.72,-24.5319,-6.3446,-9.9955,0.9749,Chemtrade Logistics Income Fun,Materials,20.0,4.129438180881303,2.70805020110221,15.231155689979952,2.89480635496403,0.019051147037811234,4.110873864173311
2010-01-01,CHR CT Equity,,,,,,,,541.8302,,,,,,,,,,,1750635.0,,1266.471,-87.9931,1.5502,,11.4901,7.4122,-9.9242,0.7896,Chorus Aviation Inc,Industrials,0.0,,,14.375489137225822,,,
2011-01-01,CHR CT Equity,,,,9.0,0.0,,,638.8928,,,7.8512,0.0,30.3571,8.0,1.0,100.0,11.111,3.5088,1612423.0,,523.793,-39.4737,1.8546,,11.5791,6.2435,0.8322,1.9172,Chorus Aviation Inc,Industrials,1.0,,,14.29324857457392,,,
2012-01-01,CHR CT Equity,,10.0,97.78,9.0,0.0,,,392.9789,,34.382,13.2231,0.0,48.2143,8.0,1.0,100.0,11.111,8.7719,1989174.0,,773.429,19.5652,4.267,0.445,44.824,10.5048,11.9974,1.3213,Chorus Aviation Inc,Industrials,2.0,,2.302585092994046,14.503230035156161,,0.01294281891687511,
2013-01-01,CHR CT Equity,61.556,13.0,97.39,9.0,0.0,58.0,12.08,477.6295,,22.119,16.5289,0.0,51.7857,8.0,1.0,100.0,11.111,19.2982,2474608.0,4.39,812.307,47.2727,5.7609,0.64,72.8209,12.6406,2.7768,1.4251,Chorus Aviation Inc,Industrials,3.0,4.119947329601605,2.5649493574615367,14.721592557602499,2.4915511925066687,0.028934400289344003,4.060443010546419
2014-01-01,CHR CT Equity,62.56,16.0,97.23,9.0,0.0,59.0,13.08,492.9266,,7.959,16.5289,0.0,51.7857,8.0,1.0,100.0,11.111,19.2982,2774235.0,5.39,976.925,-38.2716,5.6248000000000005,0.886,38.8977,6.9154,-2.2579,1.3139,Chorus Aviation Inc,Industrials,4.0,4.136126096237056,2.772588722239781,14.835885591481473,2.5710843460290524,0.11132051765297149,4.07753744390572
2015-01-01,CHR CT Equity,64.143,11.0,100.0,7.0,0.0,60.0,14.08,547.2415,,3.251,16.5289,0.0,51.7857,6.0,1.0,100.0,14.286,19.2982,3186439.0,6.55,881.93,6.0,5.8817,0.747,40.9504,6.9624,-0.345,1.4729,Chorus Aviation Inc,Industrials,5.0,4.161114965855953,2.3978952727983707,14.97441455029262,2.644755350729896,0.22977545370655184,4.0943445622221
2016-01-01,CHR CT Equity,65.625,11.0,98.76,8.0,0.0,61.0,15.08,701.9361,,11.0,15.2893,0.0,51.7857,6.0,1.0,100.0,12.5,14.0351,2960839.0,6.67,1107.339,-60.3774,8.2592,2.502,21.1637,2.5624,-7.2982,1.5347,Chorus Aviation Inc,Industrials,6.0,4.183956720911787,2.3978952727983707,14.900983232082977,2.71336936257981,0.22745454545454544,4.110873864173311
2017-01-01,CHR CT Equity,65.778,14.0,99.2,9.0,0.0,62.0,16.0,941.8892,,25.787,15.2893,0.0,51.7857,7.0,2.0,100.0,22.222,14.0351,3011384.0,6.84,1462.362,333.3333,10.2887,1.532,89.4991,8.6988,-17.3387,1.509,Chorus Aviation Inc,Industrials,7.0,4.186285435920458,2.6390573296152584,14.917910331713577,2.772588722239781,0.059409780121766786,4.127134385045092
2018-01-01,CHR CT Equity,65.625,10.0,98.75,8.0,0.0,63.0,17.08,1286.5817,,26.077,15.2893,0.0,51.7857,7.0,2.0,100.0,25.0,14.0351,3092607.0,7.93,2024.645,49.4505,8.283,1.906,79.4912,9.5969,5.9009,1.4612,Chorus Aviation Inc,Industrials,8.0,4.183956720911787,2.302585092994046,14.944524982488538,2.837908188360424,0.07309122981938106,4.143134726391533
2019-01-01,CHR CT Equity,65.667,10.0,100.0,9.0,0.0,64.0,18.08,834.7607,,25.56,15.2893,0.0,51.7857,8.0,3.0,100.0,33.333,14.0351,3316344.0,7.56,2325.281,-63.9706,6.1109,1.731,18.9456,3.1003,0.0804,1.1552,Chorus Aviation Inc,Industrials,9.0,4.184596516199127,2.302585092994046,15.014373529301873,2.89480635496403,0.06772300469483569,4.1588830833596715
2020-01-01,CHR CT Equity,66.2,11.0,100.0,10.0,0.0,65.0,19.08,1360.8211,,8.839,15.2893,0.0,51.7857,8.0,3.0,100.0,30.0,14.0351,3311045.0,7.8,2945.694,73.4694,5.0937,1.72,25.7364,5.0526,0.9724,1.2353,Chorus Aviation Inc,Industrials,10.0,4.192680462942962,2.3978952727983707,15.012774407497128,2.9486406660201405,0.19459214843308065,4.174387269895637
2021-01-01,CHR CT Equity,67.4,15.0,100.0,10.0,0.0,66.0,20.08,628.6674,,3.611,15.2893,0.0,51.7857,8.0,3.0,100.0,30.0,14.0351,2375094.0,8.67,3337.686,-69.4118,5.0415,1.87,6.6573,1.3205,-30.5702,0.9873,Chorus Aviation Inc,Industrials,11.0,4.210645017918261,2.70805020110221,14.680547573615021,2.9997242948235283,0.5178620880642482,4.189654742026425
2010-01-01,CIGI CT Equity,61.143,6.0,95.23,7.0,0.0,,,598.5232,,,12.8099,0.0,51.7857,5.0,0.0,100.0,0.0,3.5088,559000.0,,1009.53,-23.6842,11.7957,,-61.7697,-4.2741,8.2638,1.5425,Colliers International Group I,Real Estate,22.0,4.113215382972352,1.791759469228055,13.233904752137237,,,
2011-01-01,CIGI CT Equity,62.0,4.0,96.87,8.0,0.0,,,909.0907,,77.143,14.876,0.0,51.7857,6.0,0.0,100.0,0.0,12.2807,2877708.76,,1129.541,-23.6842,27.9004,8.521,9.0338,1.2682,16.6184,1.7626,Colliers International Group I,Real Estate,23.0,4.127134385045092,1.3862943611198906,14.872504966034366,,0.11045720285703176,
2012-01-01,CIGI CT Equity,63.286,4.0,100.0,7.0,0.0,,,807.2765,,77.288,14.876,0.0,51.7857,5.0,0.0,100.0,0.0,12.2807,4509270.9506,,1233.718,1675.0,14.9574,8.324,81.1891,6.2718,11.9772,1.5598,Colliers International Group I,Real Estate,24.0,4.147664135652318,1.3862943611198906,15.321646046660145,,0.1077010661422213,
2013-01-01,CIGI CT Equity,64.286,5.0,94.28,7.0,0.0,56.0,7.75,844.36,,82.023,14.876,0.0,51.7857,5.0,0.0,100.0,0.0,12.2807,4218171.859,12.4,1317.91,1675.0,12.0229,7.036,-3.5367,0.4585,-5.1122,1.5611000000000002,Colliers International Group I,Real Estate,25.0,4.16334187814362,1.6094379124341003,15.254912383382395,2.0476928433652555,0.08578081757555807,4.02535169073515
2014-01-01,CIGI CT Equity,64.875,5.0,97.22,8.0,0.0,57.0,8.75,1631.2889,,76.973,14.876,0.0,51.7857,6.0,0.0,100.0,0.0,12.2807,7396267.3296,11.51,1443.511,-500.0,7.8652,4.823,-12.068,-1.3065,11.0951,1.9,Colliers International Group I,Real Estate,26.0,4.172462341486053,1.6094379124341003,15.816486015995478,2.169053700369523,0.06265833474075326,4.04305126783455
2015-01-01,CIGI CT Equity,66.222,4.0,100.0,9.0,0.0,58.0,9.75,2123.1435,,79.272,14.876,0.0,51.7857,8.0,0.0,100.0,0.0,12.2807,8700380.7954,11.05,1639.427,-500.0,6.5998,4.438,18.5458,2.81,15.7658,1.9773,Colliers International Group I,Real Estate,27.0,4.193012734018802,1.3862943611198906,15.978877352253159,2.277267285009756,0.05598445857301442,4.060443010546419
2016-01-01,CIGI CT Equity,64.0,7.0,95.34,7.0,1.0,59.0,10.75,2344.2163,,68.915,14.876,0.0,51.7857,6.0,1.0,100.0,14.286,12.2807,3112153.0,9.06,1092.421,-48.2759,7.4459,7.243,12.7269,1.7092,-36.5581,2.4438,Colliers International Group I,Real Estate,28.0,4.1588830833596715,1.9459101490553132,14.950825327596306,2.3749057545736716,0.1051004861060727,4.07753744390572
2017-01-01,CIGI CT Equity,64.0,4.0,93.33,8.0,1.0,59.0,11.67,1912.4158,,78.292,14.876,0.0,51.7857,7.0,1.0,100.0,12.5,12.2807,2204466.8373,8.77,1190.271,193.3333,6.5704,4.5280000000000005,39.1257,5.9548,10.1475,2.0219,Colliers International Group I,Real Estate,29.0,4.1588830833596715,1.3862943611198906,14.605996240482584,2.4570214462984645,0.05783477239053799,4.07753744390572
2018-01-01,CIGI CT Equity,61.333,4.0,100.0,9.0,1.0,61.0,12.75,2950.2992,,75.029,16.9421,0.0,55.3571,8.0,1.0,100.0,11.111,17.5439,5857680.2305,8.81,1507.56,-25.0,5.3498,2.558,20.3701,3.8077,28.3898,2.3661,Colliers International Group I,Real Estate,30.0,4.116318034143498,1.3862943611198906,15.583264218075533,2.545531271604435,0.03409348385291021,4.110873864173311
2019-01-01,CIGI CT Equity,61.222,5.0,100.0,9.0,1.0,62.0,13.75,2951.4159,,78.308,16.9421,0.0,55.3571,8.0,1.0,100.0,11.111,17.5439,6470582.4406,7.88,2357.58,88.6364,5.6334,0.326,28.4672,5.0533,16.0244,1.7548,Colliers International Group I,Real Estate,31.0,4.114506602046042,1.6094379124341003,15.682776684156437,2.6210388241125804,0.004163048475251571,4.127134385045092
2020-01-01,CIGI CT Equity,62.222,6.0,98.14,9.0,1.0,63.0,14.75,4022.2444,,79.099,16.9421,0.0,55.3571,8.0,1.0,100.0,11.111,17.5439,4201608.9465,8.88,2892.714,4.4177,5.8309,0.486,22.8564,3.9199,7.8,1.8957,Colliers International Group I,Real Estate,32.0,4.130708634958027,1.791759469228055,15.25097809239623,2.691243082785829,0.0061441990417072274,4.143134726391533
2021-01-01,CIGI CT Equity,62.111,5.0,97.77,9.0,1.0,64.0,15.75,4536.7293,,86.804,16.9421,0.0,55.3571,8.0,1.0,100.0,11.111,17.5439,870818.0052,8.98,3292.167,-52.6923,5.6468,0.586,8.961,1.5869,-8.502,1.9062,Colliers International Group I,Real Estate,33.0,4.128923106908514,1.6094379124341003,13.677188284747972,2.7568403652716422,0.006750840975070273,4.1588830833596715
2010-01-01,CIX CT Equity,59.857,6.0,97.61,7.0,0.0,,,6451.7571,,,12.7193,0.0,48.2143,6.0,0.0,100.0,0.0,3.3333,2562500.0,,3006.431,-37.6543,2.0608,,15.2426,7.3965,-10.8122,2.5996,CI Financial Corp,Financials,2.0,4.091958384229131,1.791759469228055,14.7564939024288,,,
2011-01-01,CIX CT Equity,59.857,14.0,97.66,9.0,0.0,,,6478.6027,,67.078,11.8421,0.0,44.6429,6.0,0.0,100.0,0.0,3.3333,5065666.0,,3206.434,12.8713,1.9556,10.865,20.6841,10.577,13.2346,2.5285,CI Financial Corp,Financials,3.0,4.091958384229131,2.6390573296152584,15.437996177642702,,0.16197561048331793,
2012-01-01,CIX CT Equity,59.6,13.0,96.15,10.0,0.0,,,6014.8522,,64.467,12.7193,0.0,48.2143,8.0,0.0,100.0,0.0,3.3333,3237500.0,,3084.982,14.9123,1.9745,11.788,23.6578,11.9814,8.4469,2.4143,CI Financial Corp,Financials,4.0,4.087655574071304,2.5649493574615367,14.99031198498993,,0.18285324274434983,
2013-01-01,CIX CT Equity,60.5,5.0,94.0,10.0,0.0,55.0,2.42,7057.1019,,64.748,13.5965,0.0,51.7857,8.0,0.0,100.0,0.0,3.3333,3690000.0,5.38,2971.615,-5.3435,1.8375,11.457,21.368,11.6291,-2.5764,2.8118,CI Financial Corp,Financials,5.0,4.102643365036796,1.6094379124341003,15.12113701601671,0.883767540168595,0.17694755050349045,4.007333185232471
2014-01-01,CIX CT Equity,60.917,5.0,100.0,12.0,0.0,56.0,3.42,10036.3956,,67.629,13.5965,0.0,51.7857,10.0,1.0,100.0,8.333,3.3333,4576000.0,5.37,3093.969,20.9677,1.7353,7.236,24.3981,14.0595,10.9012,3.6646,CI Financial Corp,Financials,6.0,4.109512281903031,1.6094379124341003,15.33633581204177,1.2296405510745139,0.10699551967351283,4.02535169073515
2015-01-01,CIX CT Equity,61.546,11.0,100.0,11.0,0.0,57.0,4.42,9152.2491,,49.647,16.2281,0.0,51.7857,9.0,1.0,100.0,9.091,13.3333,4830000.0,6.11,3015.967,23.3333,1.6416,7.131,28.2128,17.1866,16.0371,3.3852,CI Financial Corp,Financials,7.0,4.119784862703878,2.3978952727983707,15.390357025628756,1.4861396960896067,0.1436340564384555,4.04305126783455
2016-01-01,CIX CT Equity,62.546,9.0,90.9,11.0,0.0,58.0,5.42,8443.2747,,50.462,16.2281,0.0,51.7857,9.0,1.0,100.0,9.091,13.3333,4500000.0,7.11,3297.367,7.5676,1.6627999999999998,1.809,29.1558,17.5341,6.4891,2.9871,CI Financial Corp,Financials,8.0,4.135902286027179,2.1972245773362196,15.319587954740548,1.6900958154515549,0.035848757480876695,4.060443010546419
2017-01-01,CIX CT Equity,63.454,7.0,98.57,11.0,0.0,59.0,0.58,7907.1069,2.6786,48.154,18.4211,0.0,51.7857,9.0,1.0,100.0,9.091,16.6667,7027500.0,7.51,3185.996,-6.5327,1.8865,1.662,29.2725,15.5167,-2.4703,2.9199,CI Financial Corp,Financials,9.0,4.150315233938517,1.9459101490553132,15.765341581762824,-0.5447271754416722,0.034514266727582336,4.07753744390572
2018-01-01,CIX CT Equity,62.143,8.0,100.0,7.0,0.0,60.0,1.67,8230.1943,5.3571,46.959,21.0526,0.0,57.1429,5.0,1.0,100.0,14.286,16.6667,2925000.0,7.38,4345.254,11.828,2.1857,4.516,31.8715,14.5817,8.3661,2.4248,CI Financial Corp,Financials,10.0,4.129438180881303,2.0794415416798357,14.888805038648094,0.5128236264286637,0.09616899848804275,4.0943445622221
2019-01-01,CIX CT Equity,59.75,6.0,100.0,8.0,0.0,61.0,2.67,4249.6314,5.3571,49.736,21.0526,0.0,57.1429,5.0,2.0,100.0,25.0,16.6667,2450019.0,5.93,4292.216,14.4231,2.5914,9.215,37.0505,14.2976,5.9238,1.648,CI Financial Corp,Financials,11.0,4.09016919081162,1.791759469228055,14.71160633759288,0.9820784724121582,0.1852782692617018,4.110873864173311
2020-01-01,CIX CT Equity,56.625,9.0,100.0,8.0,0.0,38.0,0.42,5180.8297,5.3571,51.671,21.0526,0.0,57.1429,5.0,2.0,100.0,25.0,16.6667,8271669.0,4.25,4367.806,-3.3613,2.9616,8.975,36.8252,12.4341,-5.093,1.7604,CI Financial Corp,Financials,12.0,4.036450583803198,2.1972245773362196,15.928346860422975,-0.8675005677047231,0.17369510944243385,3.6375861597263857
2021-01-01,CIX CT Equity,57.625,21.0,99.4,8.0,0.0,38.0,1.42,3310.543,5.3571,43.951,21.0526,0.0,57.1429,5.0,2.0,100.0,25.0,16.6667,6007500.0,5.32,6359.836,-3.4783,3.487,9.673,30.9435,8.8739,-3.3928,1.2731,CI Financial Corp,Financials,13.0,4.053956501316812,3.044522437723423,15.608519246592762,0.35065687161316933,0.22008600486905872,3.6375861597263857
2010-01-01,CJR/B CT Equity,57.0,6.0,100.0,11.0,0.0,,,1590.4416,,,11.5702,0.0,46.4286,8.0,6.0,100.0,54.546,3.5088,,,1874.703,24.1107,2.1342,,-6.1853,-2.8981,0.1984,1.1823,Corus Entertainment Inc,Communication Services,11.0,4.04305126783455,1.791759469228055,,,,
2011-01-01,CJR/B CT Equity,58.4,5.0,100.0,10.0,0.0,,,1799.178,,33.966,12.8099,0.0,51.7857,7.0,5.0,100.0,50.0,3.5088,7321123.0,,2059.255,24.1107,2.1732,2.846,14.002,6.4431,-2.6864,1.3029,Corus Entertainment Inc,Communication Services,12.0,4.067315889834181,1.6094379124341003,15.806274289471117,,0.08378967202496614,
2012-01-01,CJR/B CT Equity,59.0,6.0,100.0,11.0,0.0,,,1692.391,,28.281,11.5702,0.0,46.4286,8.0,6.0,100.0,54.55,3.5088,4251936.0,,2113.591,16.8919,2.0953,3.873,14.7154,7.0232,7.5154,1.3044,Corus Entertainment Inc,Communication Services,13.0,4.07753744390572,1.791759469228055,15.26288496659034,,0.13694706693539835,
2013-01-01,CJR/B CT Equity,59.91,9.0,100.0,11.0,0.0,58.0,13.42,2050.2006,4.6512,36.636,19.8347,0.0,46.4286,8.0,6.0,100.0,54.55,28.0702,4741232.0,10.18,2081.485,3.4682,1.9502,3.532,13.8238,7.0884,2.0677,1.3912,Corus Entertainment Inc,Communication Services,14.0,4.0928434360958335,2.1972245773362196,15.371807575510863,2.5967461315435356,0.09640790479309967,4.060443010546419
2014-01-01,CJR/B CT Equity,62.0,6.0,100.0,10.0,0.0,59.0,14.42,2177.4079,6.9767,37.883,21.0744,0.0,51.7857,7.0,5.0,100.0,50.0,22.807,4936617.0,10.17,2192.58,6.7039,1.8438,6.335,13.7957,7.4821,-4.5988,1.4244,Corus Entertainment Inc,Communication Services,15.0,4.127134385045092,1.791759469228055,15.412190836755512,2.668616131856803,0.1672254045350157,4.07753744390572
2015-01-01,CJR/B CT Equity,61.75,6.0,100.0,12.0,0.0,60.0,15.42,1976.2934,8.5271,64.244,21.4876,0.0,46.4286,9.0,5.0,100.0,41.667,26.3158,4513142.0,10.28,2784.582,-7.3298,1.9945,3.732,12.0547,6.0439,3.6681,1.2888,Corus Entertainment Inc,Communication Services,16.0,4.123093975508087,1.791759469228055,15.322504142971791,2.7356653681351832,0.05809102795591806,4.0943445622221
2016-01-01,CJR/B CT Equity,61.818,6.0,100.0,11.0,0.0,52.0,0.92,943.9061,4.6512,53.678,18.595,0.0,46.4286,8.0,4.0,100.0,36.364,22.807,9219246.5705,8.87,2632.109,-7.3298,2.1707,5.149,-2.016,-0.9288,-2.1249,1.0164,Corus Entertainment Inc,Communication Services,17.0,4.124194584190986,1.791759469228055,16.03680387532826,-0.08338160893905101,0.09592384216997653,3.9512437185814275
2017-01-01,CJR/B CT Equity,59.385,9.0,100.0,13.0,0.0,53.0,1.83,2508.5699,4.6512,35.851,18.595,0.0,46.4286,8.0,3.0,100.0,23.077,22.807,3985501.0,6.34,6093.385,-7.3298,2.4785,3.275,7.1542,2.8865,43.664,1.0158,Corus Entertainment Inc,Communication Services,18.0,4.084041669226203,2.1972245773362196,15.198173583759631,0.6043159668533296,0.0913503110094558,3.970291913552122
2018-01-01,CJR/B CT Equity,59.583,7.0,100.0,12.0,0.0,54.0,2.92,2419.8499,2.3256,28.293,16.5289,0.0,46.4286,8.0,3.0,100.0,25.0,19.2982,5295658.0,7.42,6067.844,-1.0417,2.5556,3.123,8.0555,3.1521,43.344,1.0662,Corus Entertainment Inc,Communication Services,19.0,4.087370298484764,1.9459101490553132,15.482397797474519,1.0715836162801904,0.11038065952709152,3.9889840465642745
2019-01-01,CJR/B CT Equity,58.917,7.0,100.0,12.0,0.0,55.0,3.92,1009.2329,2.3256,18.83,16.5289,0.0,46.4286,7.0,3.0,100.0,25.0,19.2982,4061945.0,6.37,4882.954,-1.0417,2.7632,3.087,-39.5909,-14.3279,-1.8857,0.8489,Corus Entertainment Inc,Communication Services,20.0,4.076129673801196,1.9459101490553132,15.217172480902782,1.366091653802371,0.16394052044609667,4.007333185232471
2020-01-01,CJR/B CT Equity,61.5,7.0,100.0,10.0,0.0,56.0,4.92,1128.0023,2.3256,55.696,16.5289,0.0,46.4286,7.0,3.0,100.0,30.0,19.2982,4777838.0,8.61,4672.299,-1.0417,3.0635,3.001,10.0082,3.267,2.4363,0.8897,Corus Entertainment Inc,Communication Services,21.0,4.119037174812473,1.9459101490553132,15.379498700893341,1.5933085305042167,0.05388178684286125,4.02535169073515
2021-01-01,CJR/B CT Equity,59.75,13.0,100.0,12.0,0.0,57.0,5.92,891.9542,2.3256,45.438,16.5289,0.0,46.4286,9.0,3.0,100.0,25.0,19.2982,4038241.0,7.81,3970.882,-1.0417,3.4621,2.688,-50.0981,-14.4706,-10.4443,0.9408,Corus Entertainment Inc,Communication Services,22.0,4.09016919081162,2.5649493574615367,15.211319759085352,1.7783364488959144,0.05915753334213654,4.04305126783455
2010-01-01,CLS CT Equity,65.5,8.0,93.75,8.0,0.0,,,2285.0421,4.6512,,17.3554,0.0,51.7857,6.0,1.0,100.0,12.5,12.2807,6898298.8382,,3106.1,-5133.3336,2.4258,,3.8715,1.596,-20.6559,1.2217,Celestica Inc,Information Technology,14.0,4.182050142641207,2.0794415416798357,15.74678539398182,,,
2011-01-01,CLS CT Equity,65.143,8.0,100.0,7.0,0.0,,,2175.7074,7.7519,100.104,19.0083,0.0,51.7857,5.0,1.0,100.0,14.286,12.2807,8646420.49,,3013.9,83.3333,2.2184,0.592,7.3368,3.3072,7.1222,1.2641,Celestica Inc,Information Technology,15.0,4.176584853439125,2.0794415416798357,15.972655977077546,,0.005913849596419723,
2012-01-01,CLS CT Equity,65.375,12.0,97.78,8.0,0.0,,,1620.8435,9.3023,106.031,20.6612,0.0,55.3571,6.0,1.0,100.0,12.5,12.2807,6677821.4971,,2969.6,104.5455,2.1784,0.56,14.2061,6.5213,10.5254,1.0442,Celestica Inc,Information Technology,16.0,4.180139922385087,2.4849066497880004,15.714302369134474,,0.005281474285822071,
2013-01-01,CLS CT Equity,62.75,9.0,97.53,8.0,0.0,63.0,6.17,1474.3268,11.6279,102.683,21.9008,0.0,55.3571,6.0,1.0,100.0,12.5,12.2807,5731860.636,5.57,2658.8,-37.7778,2.0199,1.071,8.4479,4.1824,-9.7851,1.0599,Celestica Inc,Information Technology,17.0,4.139158578011894,2.1972245773362196,15.561550754305944,1.8196988379172965,0.010430158838366623,4.143134726391533
2014-01-01,CLS CT Equity,63.667,9.0,97.53,9.0,0.0,64.0,7.17,2010.0366,35.6589,83.816,42.1488,0.0,60.7143,7.0,2.0,100.0,22.222,38.5965,8580250.4346,5.88,2638.9,14.2857,1.9443,1.157,8.6615,4.4548,-10.9279,1.1808,Celestica Inc,Information Technology,18.0,4.1536663749669085,2.1972245773362196,15.964973659219996,1.969905654611529,0.013804046960007636,4.1588830833596715
2015-01-01,CLS CT Equity,64.667,9.0,98.76,9.0,0.0,65.0,8.17,2386.4477,39.5349,91.276,45.4545,0.0,60.7143,7.0,2.0,100.0,22.222,43.8596,8859805.5042,6.88,2583.6,-4.6875,1.8672,0.542,7.7371,4.1436,-2.8433,1.2538,Celestica Inc,Information Technology,19.0,4.169251025021109,2.1972245773362196,15.997035370218416,2.1004689088719113,0.005938034094395022,4.174387269895637
