,Date,Ticker,BOARD_AVERAGE_AGE,BOARD_MEETINGS_PER_YR,BOARD_MEETING_ATTENDANCE_PCT,BOARD_SIZE,CEO_DUALITY,CHIEF_EXECUTIVE_OFFICER_AGE,CHIEF_EXECUTIVE_OFFICER_TENURE,CUR_MKT_CAP,ENVIRON_DISCLOSURE_SCORE,EQY_INST_PCT_SH_OUT,ESG_DISCLOSURE_SCORE,FEMALE_CEO_OR_EQUIVALENT,GOVNCE_DISCLOSURE_SCORE,INDEPENDENT_DIRECTORS,NUMBER_OF_WOMEN_ON_BOARD,PCT_IND_DIRECTORS_ON_COMP_CMTE,PCT_WOMEN_ON_BOARD,SOCIAL_DISCLOSURE_SCORE,TOT_COMP_AW_TO_CEO_&_EQUIV,BOARD_AVERAGE_TENURE,BS_TOT_ASSET,EPS_GROWTH,FNCL_LVRG,NET_INCOME,PCT_INSIDER_SHARES_OUT,RETURN_COM_EQY,RETURN_ON_ASSET,SALES_GROWTH,SHORT_AND_LONG_TERM_DEBT,TOBIN_Q_RATIO,TOTAL_EQUITY,security_name,gics_sector_name
214,2015-12-31,ACO/X CT Equity,66.454,7.0,96.25,11.0,1.0,58.0,16.0,4107.7359,30.2326,28.317,39.2562,1.0,55.3571,6.0,3.0,60.0,27.273,43.8596,3641626.0,11.05,19055.0,-63.388,5.6321,154.0,0.924,4.721,0.8382,-9.288499999999999,8056.0,1.0394,6893.0,Atco Ltd/Canada,Utilities
215,2016-12-31,ACO/X CT Equity,65.6,7.0,100.0,10.0,1.0,59.0,17.0,5122.0249,27.1318,40.572,38.843,1.0,60.7143,6.0,3.0,60.0,30.0,43.8596,5371540.0,7.85,19724.0,121.6418,5.6185,340.0,0.145,9.8522,1.7534999999999998,-2.0818,8378.0,1.0798,7199.0,Atco Ltd/Canada,Utilities
216,2017-12-31,ACO/X CT Equity,66.4,8.0,100.0,10.0,1.0,60.0,18.0,5159.6369,28.6822,41.209,39.6694,1.0,60.7143,6.0,3.0,60.0,30.0,43.8596,5975985.0,8.85,21786.0,-35.3535,5.6886,219.0,0.43,6.0025,1.0552,13.7206,9990.0,1.0647,7103.0,Atco Ltd/Canada,Utilities
217,2018-12-31,ACO/X CT Equity,67.4,7.0,100.0,10.0,1.0,61.0,19.0,4430.7256,26.3566,42.205,38.4298,1.0,60.7143,6.0,3.0,80.0,30.0,43.8596,4842756.0,9.85,23344.0,49.4792,5.8932,328.0,0.444,8.5662,1.4536,6.2609,10973.0,1.0223,7442.0,Atco Ltd/Canada,Utilities
218,2019-12-31,ACO/X CT Equity,69.444,7.0,98.41,9.0,1.0,62.0,20.0,5708.7738,32.5581,33.011,41.7355,1.0,60.7143,6.0,3.0,80.0,33.333,43.8596,2075300.0,10.85,21703.0,56.446,5.6971,513.0,0.467,12.9758,2.2776,-3.7234,9535.0,1.0787,7858.0,Atco Ltd/Canada,Utilities
219,2020-12-31,ACO/X CT Equity,70.444,6.0,100.0,9.0,1.0,63.0,21.0,4201.6917,39.5349,30.472,45.4545,1.0,60.7143,6.0,3.0,75.0,33.333,43.8596,6084553.0,12.54,22200.0,-50.7795,5.4524,252.0,0.477,6.2593,1.148,-16.1921,9722.0,1.0058,7849.0,Atco Ltd/Canada,Utilities
220,2010-12-31,AD CT Equity,,8.0,89.28,7.0,0.0,,,,,,10.3306,0.0,44.6429,6.0,1.0,100.0,14.29,,818250.0,,227.8027,-69.3989,1.2886,7.4012,,4.8626000000000005,3.7734,-7.7909,29.2,0.9799,195.7845,Alaris Equity Partners Income,Financials
221,2011-12-31,AD CT Equity,,12.0,95.24,7.0,0.0,,,,,,10.3306,0.0,44.6429,6.0,0.0,100.0,0.0,,1243600.0,,246.4782,264.2857,1.0971,34.7124,,16.0595,14.6379,172.4157,6.5,1.4627,236.5138,Alaris Equity Partners Income,Financials
222,2012-12-31,AD CT Equity,,11.0,95.24,7.0,0.0,,,,,,9.0909,0.0,39.2857,6.0,1.0,100.0,14.29,,2617856.0,,332.9407,-57.8431,1.1245,18.0356,,7.0005,6.2254,-29.2546,50.0,1.7534,278.7492,Alaris Equity Partners Income,Financials
223,2013-12-31,AD CT Equity,,15.0,95.55,6.0,0.0,44.0,5.5,,,,10.3306,0.0,44.6429,5.0,1.0,100.0,16.67,,2921329.0,5.5,480.7295,30.2326,1.1484,29.8235,,8.4187,7.3306000000000004,102.789,44.5,1.8889,429.7592,Alaris Equity Partners Income,Financials
224,2014-12-31,AD CT Equity,,12.0,97.4,7.0,0.0,45.0,6.5,,,,10.3306,0.0,44.6429,6.0,1.0,100.0,14.286,,1580608.0,5.64,579.8967,43.75,1.1055,49.0491,,10.2245,9.2491,4.7056000000000004,35.5,2.0423,529.6797,Alaris Equity Partners Income,Financials
225,2015-12-31,AD CT Equity,,12.0,96.43,7.0,0.0,46.0,7.5,,,,11.9835,0.0,48.2143,6.0,1.0,100.0,14.286,3.5088,1747101.0,6.64,788.2104,5.5901,1.1337,57.8615,,9.5898,8.4586,20.1315,77.4471,1.2234,677.0465,Alaris Equity Partners Income,Financials
226,2016-12-31,AD CT Equity,,9.0,98.41,7.0,0.0,46.0,8.5,,,,14.4628,0.0,48.2143,6.0,1.0,100.0,14.286,14.0351,1172259.0,7.64,787.2212,7.6471,1.183,66.5534,,9.9949,8.4489,20.2594,99.383,1.2738,654.6982,Alaris Equity Partners Income,Financials
227,2017-12-31,AD CT Equity,54.286,12.0,98.611,7.0,0.0,47.0,9.5,,,,15.2893,0.0,51.7857,6.0,1.0,100.0,14.286,14.0351,847808.0,8.64,793.418,-81.9672,1.2551999999999999,11.882,,1.8872,1.5034,-11.9836,173.464,1.1884000000000001,604.545,Alaris Equity Partners Income,Financials
228,2018-12-31,AD CT Equity,63.857,10.0,96.97,7.0,0.0,49.0,10.5,,,,15.2893,0.0,51.7857,6.0,1.0,100.0,14.286,14.0351,976481.0,8.24,891.378,406.0606,1.3583,60.796,,9.8026,7.217,13.0197,228.103,0.9823,635.865,Alaris Equity Partners Income,Financials
229,2019-12-31,AD CT Equity,63.143,11.0,96.97,7.0,0.0,50.0,11.5,,,,14.0496,0.0,46.4286,5.0,1.0,100.0,14.286,14.0351,1108967.0,7.65,1054.572,-40.7186,1.5689,36.258,,5.8466000000000005,3.7265,13.630700000000001,376.969,1.1902,604.447,Alaris Equity Partners Income,Financials
230,2020-12-31,AD CT Equity,61.5,14.0,98.73,6.0,0.0,51.0,12.5,,,,15.2893,0.0,51.7857,6.0,2.0,100.0,33.333,14.0351,859070.0,6.92,956.434,-43.4343,1.6627,20.291,,3.3554,2.018,-1.5774,316.165,0.9835,605.014,Alaris Equity Partners Income,Financials
231,2010-12-31,AEM CT Equity,66.182,9.0,100.0,11.0,0.0,,,12859.0485,40.3101,78.926,45.0413,0.0,62.5,9.0,1.0,100.0,9.091,38.5965,8134484.0,,5500.351,272.7273,1.5190000000000001,332.116,0.217,10.3508,6.8142,131.7708,650.0,2.6967,3665.45,Agnico Eagle Mines Ltd,Materials
232,2011-12-31,AEM CT Equity,59.929,11.0,98.05,14.0,0.0,,,6323.7237,46.5116,79.702,50.8264,0.0,62.5,12.0,2.0,100.0,14.286,49.1228,6982447.0,,5034.262,272.7273,1.5338,-568.895,0.255,-16.5655,-10.8005,28.0683,931.163,1.6004,3215.163,Agnico Eagle Mines Ltd,Materials
233,2012-12-31,AEM CT Equity,65.538,8.0,96.0,13.0,0.0,,,8958.4939,51.1628,65.173,53.3058,0.0,62.5,12.0,2.0,100.0,15.385,49.1228,9509460.0,,5255.842,272.7273,1.556,310.916,0.375,9.4029,6.043,5.2649,842.955,2.0669,3410.212,Agnico Eagle Mines Ltd,Materials
234,2013-12-31,AEM CT Equity,65.333,8.0,96.87,12.0,0.0,54.0,16.08,4869.674,51.1628,80.142,53.3058,0.0,62.5,11.0,2.0,100.0,16.667,49.1228,9396170.0,10.33,4580.081,272.7273,1.6052,-686.705,0.245,-22.4134,-13.9632,-14.5646,999.391,1.4083999999999999,2717.406,Agnico Eagle Mines Ltd,Materials
235,2014-12-31,AEM CT Equity,65.5,8.0,97.11,12.0,0.0,55.0,17.08,6216.2048,52.7132,75.965,54.9587,0.0,66.0714,11.0,3.0,100.0,25.0,49.1228,7490430.0,10.86,6809.255,272.7273,1.6784,82.97,0.157,2.4454000000000002,1.457,15.769,1396.785,1.1859,4068.49,Agnico Eagle Mines Ltd,Materials
236,2015-12-31,AEM CT Equity,64.25,7.0,96.38,12.0,0.0,56.0,18.08,7916.745,56.5891,87.172,57.0248,0.0,66.0714,11.0,3.0,100.0,25.0,49.1228,8632420.0,9.94,6683.18,-74.4186,1.6435,24.583,0.184,0.5989,0.3644,4.6746,1142.227,1.2384,4141.02,Agnico Eagle Mines Ltd,Materials
237,2016-12-31,AEM CT Equity,65.25,7.0,99.0,12.0,0.0,57.0,19.08,12717.7287,56.5891,87.71,57.0248,0.0,66.0714,11.0,3.0,100.0,25.0,49.1228,8110180.0,10.94,7107.951,545.4545,1.5974,158.824,0.186,3.6793,2.3033,7.6961,1208.221,1.6993,4492.474,Agnico Eagle Mines Ltd,Materials
238,2017-12-31,AEM CT Equity,66.25,8.0,100.0,12.0,0.0,58.0,20.08,13488.9708,57.3643,85.255,57.438,0.0,66.0714,11.0,3.0,100.0,25.0,49.1228,12605623.748,11.94,7865.601,49.2958,1.5863,243.887,0.227,5.1674,3.2576,4.8812,1375.263,1.7423,4946.991,Agnico Eagle Mines Ltd,Materials
239,2018-12-31,AEM CT Equity,65.2,8.0,100.0,10.0,0.0,59.0,21.08,12926.8104,60.4651,91.812,59.0909,0.0,66.0714,9.0,3.0,100.0,30.0,49.1228,12327218.455,12.85,7852.843,49.2958,1.6551,-326.701,0.258,-6.8801,-4.1569,-2.2912,1723.222,1.6280999999999999,4550.012,Agnico Eagle Mines Ltd,Materials
240,2019-12-31,AEM CT Equity,66.2,6.0,100.0,10.0,0.0,60.0,22.08,19183.2361,57.3643,95.158,56.1983,0.0,66.0714,9.0,3.0,100.0,30.0,43.8596,12301185.678,13.85,8789.885,49.2958,1.7226,473.166,0.283,9.7949,5.6862,13.8585,1840.936,2.0985,5111.514,Agnico Eagle Mines Ltd,Materials
241,2020-12-31,AEM CT Equity,67.111,5.0,100.0,9.0,0.0,61.0,23.08,21762.9236,58.1395,90.614,56.6116,0.0,66.0714,8.0,2.0,100.0,22.222,43.8596,14196702.319,14.5,9614.755,6.0,1.705,511.607,0.276,9.4788,5.5595,25.7815,1685.516,2.1814999999999998,5683.213,Agnico Eagle Mines Ltd,Materials
242,2010-12-31,AGF/B CT Equity,57.63,8.0,93.75,8.0,1.0,,,1727.8411,5.3571,36.808,16.2281,0.0,51.7857,5.0,1.0,100.0,12.5,3.3333,2777885.0,,5253.861,19.0909,4.7915,116.775,6.167,10.2385,2.1368,-0.5596,143.678,1.0716,1151.191,AGF Management Ltd,Financials
243,2011-12-31,AGF/B CT Equity,58.67,9.0,91.13,9.0,1.0,,,1506.6762,5.3571,26.842,16.2281,0.0,51.7857,5.0,1.0,100.0,11.111,3.3333,2207064.0,,5150.57,-38.9313,4.4559,103.573,9.748,8.8715,1.9909,-18.4343,308.269,1.0611,1184.732,AGF Management Ltd,Financials
244,2012-12-31,AGF/B CT Equity,59.67,5.0,97.78,9.0,1.0,,,883.1538,5.3571,28.231,16.2281,0.0,51.7857,5.0,1.0,100.0,11.111,3.3333,1082741.0,,1685.431,-63.75,3.053,52.26,6.954,4.668,1.529,-12.7512,308.401,0.841,1055.322,AGF Management Ltd,Financials
245,2013-12-31,AGF/B CT Equity,60.63,5.0,97.5,8.0,1.0,,14.0,1158.1825,5.3571,33.628,16.2281,0.0,51.7857,5.0,1.0,100.0,12.5,3.3333,1549242.0,14.61,1617.873,-13.7931,1.6343999999999999,22.447,5.757,2.2213,1.3591,-6.2249,307.888,1.1758,966.227,AGF Management Ltd,Financials
246,2014-12-31,AGF/B CT Equity,61.0,5.0,100.0,8.0,1.0,,15.0,729.8208,5.3571,42.753,16.2281,0.0,51.7857,5.0,2.0,100.0,25.0,3.3333,1854572.0,13.52,1511.423,176.0,1.6505,61.255,6.245,6.4615,3.9149000000000003,-4.8614,308.199,0.95,929.775,AGF Management Ltd,Financials
247,2015-12-31,AGF/B CT Equity,61.333,8.0,100.0,9.0,1.0,,16.0,419.7217,8.0357,68.853,17.5439,0.0,51.7857,6.0,3.0,100.0,33.333,3.3333,,12.79,1436.925,-14.4928,1.6045,48.028,3.004,5.2276,3.258,-3.2575,268.782,0.6507,910.853,AGF Management Ltd,Financials
248,2016-12-31,AGF/B CT Equity,62.375,5.0,100.0,8.0,1.0,,17.0,506.0876,8.0357,52.015,17.5439,0.0,51.7857,5.0,3.0,100.0,37.5,3.3333,,13.79,1362.881,-10.1695,1.5429,42.41,3.29,4.6742,3.0295,-4.991,188.206,0.6453,908.068,AGF Management Ltd,Financials
249,2017-12-31,AGF/B CT Equity,62.222,8.0,100.0,9.0,1.0,,18.0,651.6027,8.0357,39.098,14.9123,0.0,51.7857,6.0,4.0,100.0,44.444,8.3333,,14.21,1333.476,25.1262,1.4625,51.858,2.909,5.6254,3.8465,5.9477,138.612,0.785,934.219,AGF Management Ltd,Financials
250,2018-12-31,AGF/B CT Equity,60.667,7.0,95.23,9.0,1.0,,0.08,383.9517,8.0357,31.665,14.9123,0.0,51.7857,6.0,4.0,100.0,44.444,8.3333,,12.14,1417.681,40.5814,1.441,74.284,3.487,7.7818000000000005,5.4002,-3.4394,188.605,0.5903,972.423,AGF Management Ltd,Financials
251,2019-12-31,AGF/B CT Equity,61.4,6.0,100.0,10.0,0.0,,1.08,512.9978,8.0357,25.414,14.9123,0.0,51.7857,6.0,4.0,100.0,40.0,8.3333,,,1380.299,-34.5699,1.4748,47.858,2.646,5.0451,3.4209,-3.1425,207.283,0.6839,924.776,AGF Management Ltd,Financials
252,2020-12-31,AGF/B CT Equity,61.9,12.0,99.2,10.0,0.0,61.0,21.08,425.1359,8.0357,20.971,16.2281,0.0,57.1429,6.0,4.0,100.0,40.0,8.3333,4060685.0,12.35,1347.539,268.8525,1.4054,173.908,5.822,17.9198,12.7506,-5.0875,85.663,0.5355,1016.179,AGF Management Ltd,Financials
253,2010-12-31,AGI CT Equity,,10.0,96.42,7.0,0.0,,,2193.2007,,,11.9835,0.0,42.8571,6.0,0.0,100.0,0.0,8.7719,,,506.436,5.7692,1.1208,63.795,,16.4988,14.7211,10.4077,0.0,4.4765,453.129,Alamos Gold Inc,Materials
254,2011-12-31,AGI CT Equity,,9.0,96.42,7.0,0.0,,,2075.8404,,,11.9835,0.0,42.8571,6.0,0.0,100.0,0.0,8.7719,2608991.853,,599.224,-7.2727,1.1206,60.081,,12.1784,10.8679,20.1255,0.0,3.5202,533.55,Alamos Gold Inc,Materials
255,2012-12-31,AGI CT Equity,59.333,10.0,98.33,6.0,0.0,,,2107.2341,6.2016,,20.6612,0.0,57.1429,5.0,0.0,100.0,0.0,17.5439,2559231.744,,753.856,92.1569,1.1332,117.956,,19.7578,17.4352,44.8655,0.0,2.9361,660.472,Alamos Gold Inc,Materials
256,2013-12-31,AGI CT Equity,60.333,7.0,97.61,6.0,0.0,,,1643.6146,6.2016,,19.4215,0.0,51.7857,5.0,0.0,100.0,0.0,17.5439,3279057.5766,3.92,898.028,-69.3878,1.1219,38.792,,5.2692,4.6967,-14.3257,0.0,1.818,811.947,Alamos Gold Inc,Materials
257,2014-12-31,AGI CT Equity,60.833,7.0,97.56,6.0,0.0,,,1057.0671,7.7519,,22.7273,0.0,57.1429,5.0,0.0,100.0,0.0,22.807,2842112.6034,2.92,2281.8,-69.3878,1.3014999999999999,-169.6,,-13.8832,-10.6672,2.1663,314.4,1.0669,1631.3,Alamos Gold Inc,Materials
258,2015-12-31,AGI CT Equity,61.111,5.0,100.0,9.0,0.0,55.0,0.5,1167.9234,27.1318,63.528,35.5372,0.0,57.1429,8.0,1.0,100.0,11.111,33.3333,4339071.7435,1.22,2462.2,-94.0741,1.4138,-508.9,0.369,-30.3323,-21.4545,23.1703,320.3,0.6433,1724.2,Alamos Gold Inc,Materials
259,2016-12-31,AGI CT Equity,62.111,6.0,98.14,9.0,0.0,56.0,1.5,2472.8332,31.0078,97.068,37.6033,0.0,57.1429,8.0,1.0,100.0,11.111,33.3333,3956193.3831,2.22,2492.2,97.3282,1.4222000000000001,-17.9,0.416,-1.0277,-0.7226,35.792699999999996,304.9,1.0374,1759.4,Alamos Gold Inc,Materials
260,2017-12-31,AGI CT Equity,63.444,8.0,95.83,9.0,0.0,57.0,2.5,3186.3392,40.3101,81.68,43.3884,0.0,60.7143,8.0,1.0,100.0,11.111,33.3333,4894545.124,3.22,3320.3,97.3282,1.3089,26.6,0.276,1.198,0.9153,12.5674,0.0,0.9586,2681.2,Alamos Gold Inc,Materials
261,2018-12-31,AGI CT Equity,62.778,6.0,100.0,9.0,0.0,58.0,3.5,1921.0172,38.7597,92.152,43.8017,0.0,60.7143,8.0,2.0,100.0,22.222,38.5965,3407804.4226,3.91,3272.2,97.3282,1.2478,-72.6,0.262,-2.7481999999999998,-2.2025,20.0811,0.0,0.6356,2602.3,Alamos Gold Inc,Materials
262,2019-12-31,AGI CT Equity,63.5,5.0,100.0,10.0,0.0,59.0,4.5,3062.0845,46.5116,99.792,53.719,0.0,64.2857,9.0,3.0,100.0,30.0,59.6491,4024994.5758,4.1,3396.5,97.3282,1.2588,96.1,0.321,3.6281,2.8821,4.8021,0.0,0.9011,2695.3,Alamos Gold Inc,Materials
263,2020-12-31,AGI CT Equity,64.5,5.0,100.0,10.0,0.0,60.0,18.08,4367.1317,55.814,83.725,59.9174,0.0,69.6429,9.0,3.0,100.0,30.0,59.6491,4269241.8967,6.21,3636.5,48.0,1.2679,144.2,0.369,5.1994,4.1007,9.5154,0.0,1.1566,2851.5,Alamos Gold Inc,Materials
264,2010-12-31,AGU CT Equity,60.91,7.0,100.0,11.0,0.0,,,14413.0064,34.8837,70.032,44.2149,,62.5,10.0,,,18.0,47.3684,8919404.48,,12892.0,98.7124,2.3194,713.0,0.242,14.5853,6.2883,17.6799,2760.0,1.7256,5193.0,Agrium Inc,Materials
265,2011-12-31,AGU CT Equity,61.909,5.0,100.0,11.0,0.0,,,10791.4921,41.0853,71.65,50.4132,0.0,69.6429,10.0,2.0,100.0,18.182,52.6316,9056809.0145,,13140.0,105.8315,2.2424,1371.0,0.253,23.6196,10.5332,44.0007,2363.0,1.3199,6428.0,Agrium Inc,Materials
266,2012-12-31,AGU CT Equity,62.909,11.0,96.72,11.0,0.0,,,14806.5793,38.7597,78.395,49.1736,0.0,66.0714,10.0,2.0,100.0,18.182,56.1404,11160603.907,,15805.0,1.4689999999999999,2.1698,1494.0,0.237,22.3988,10.323,3.5811,3901.0,1.5018,6920.0,Agrium Inc,Materials
267,2013-12-31,AGU CT Equity,61.364,10.0,96.69,11.0,0.0,62.0,10.25,14080.8917,38.7597,70.036,51.6529,0.0,71.4286,10.0,2.0,100.0,18.182,61.4035,23812499.179,6.35,15977.0,-24.4054,2.3182,1062.0,0.204,15.4923,6.683,-1.8535,3888.0,1.3988,6796.0,Agrium Inc,Materials
268,2014-12-31,AGU CT Equity,54.583,5.0,96.72,12.0,0.0,44.0,1.0,15808.7604,38.7597,86.843,50.4132,0.0,66.0714,11.0,2.0,100.0,16.667,61.4035,6670978.7466,6.8,17108.0,-24.6238,2.4555,714.0,0.056,10.5982,4.3162,2.0029,5097.0,1.4067,6687.0,Agrium Inc,Materials
269,2015-12-31,AGU CT Equity,62.333,8.0,99.0,9.0,0.0,45.0,2.0,17087.361,38.7597,92.363,51.2397,0.0,69.6429,8.0,2.0,100.0,22.222,61.4035,10441691.1,8.21,16377.0,26.6788,2.6401,988.0,0.056,15.5799,5.9011,-7.7733,5356.0,1.3871,6007.0,Agrium Inc,Materials
270,2016-12-31,AGU CT Equity,59.2,11.0,97.84,10.0,0.0,46.0,3.0,18648.152,32.5581,94.282,46.6942,0.0,64.2857,9.0,2.0,100.0,20.0,61.4035,11519085.024,5.61,16963.0,-39.8281,2.7391,592.0,0.097,9.7272,3.5513,-9.0436,5112.0,1.4526,6174.0,Agrium Inc,Materials
271,2017-12-31,AGU CT Equity,59.2,11.0,97.84,9.0,0.0,47.0,4.0,19975.7893,13.1783,94.286,20.2479,0.0,23.2143,9.0,2.0,100.0,22.222,33.3333,,7.13,17942.0,-14.2857,2.8401,310.0,0.069,5.0448,1.7762,2.2962,5275.0,1.5479,6128.0,Agrium Inc,Materials
272,2018-12-31,AGU CT Equity,59.2,11.0,97.84,9.0,0.0,47.0,4.08,19975.7893,13.1783,20.154,20.2479,0.0,23.2143,9.0,2.0,100.0,22.222,33.3333,,7.21,45502.0,-14.2857,2.077,3573.0,0.069,23.3942,11.2635,42.6413,9223.0,1.5479,24425.0,Agrium Inc,Materials
273,2019-12-31,AGU CT Equity,59.2,11.0,97.84,9.0,0.0,,,,13.1783,7.289,20.2479,0.0,23.2143,9.0,2.0,100.0,22.222,33.3333,,9.14,46799.0,-14.2857,1.9516,992.0,0.0,4.195,2.1495,1.9708999999999999,11104.0,1.5479,22869.0,Agrium Inc,Materials
274,2020-12-31,AGU CT Equity,59.2,11.0,97.84,9.0,0.0,,,,13.1783,7.203,20.2479,0.0,23.2143,9.0,2.0,100.0,22.222,33.3333,,15.33,46799.0,-14.2857,1.9516,992.0,0.0,4.195,2.1495,1.9708999999999999,11104.0,1.5479,22869.0,Agrium Inc,Materials
275,2010-12-31,AIF CT Equity,,,,,,,,230.6574,,,,,,,,,,,,,364.089,-67.2727,2.1423,-9.272,,-5.6468,-2.6358,17.2796,132.033,1.4196,179.103,Altus Group Ltd/Canada,Real Estate
276,2011-12-31,AIF CT Equity,,,,,,,,79.409,,47.215,,,,,,,,,,5.35,466.47,-73.913,2.8312,-18.31,6.879,-12.483,-4.4091000000000005,17.5311,223.917,0.8492,152.422,Altus Group Ltd/Canada,Real Estate
277,2012-12-31,AIF CT Equity,,,,,,56.0,0.33,186.51,,51.71,,,,,,,,,,3.85,418.039,31.25,3.2119,-12.654,11.209,-9.19,-2.8612,7.2805,212.24,1.1556,127.446,Altus Group Ltd/Canada,Real Estate
278,2013-12-31,AIF CT Equity,,,,,,57.0,1.33,471.8857,,25.056,,,,,,,,,,4.25,442.438,31.25,2.6346,18.607,3.9619999999999997,11.3941,4.3248,3.7758000000000003,157.099,1.6181,207.859,Altus Group Ltd/Canada,Real Estate
279,2014-12-31,AIF CT Equity,,,,,,58.0,2.33,672.162,,39.0,,,,,,,,,,4.73,549.726,-43.0641,2.0874,13.171,4.435,5.542,2.6550000000000002,14.4809,171.223,1.7135,276.009,Altus Group Ltd/Canada,Real Estate
280,2015-12-31,AIF CT Equity,62.0,12.0,,8.0,0.0,59.0,3.33,708.2101,,51.501,,0.0,,7.0,2.0,100.0,25.0,,,4.62,597.724,-36.3636,1.8397000000000001,9.249,4.381,2.9659,1.6120999999999999,14.474,136.431,1.5964,353.122,Altus Group Ltd/Canada,Real Estate
281,2016-12-31,AIF CT Equity,62.444,12.0,91.67,9.0,0.0,60.0,4.33,1158.7041,,47.815,,0.0,,8.0,3.0,100.0,33.333,,,5.12,590.851,39.2857,1.7196,14.268,4.618,4.1285,2.4009,13.7263,123.935,2.3704,340.593,Altus Group Ltd/Canada,Real Estate
282,2017-12-31,AIF CT Equity,62.25,11.0,98.0,8.0,0.0,61.0,5.33,1429.1491,,48.97,16.1157,0.0,51.7857,7.0,3.0,100.0,37.5,17.5439,,5.86,726.115,638.4615,1.7498,109.417,4.604,29.0749,16.6165,7.6025,150.796,2.388,412.062,Altus Group Ltd/Canada,Real Estate
283,2018-12-31,AIF CT Equity,63.25,10.0,98.75,8.0,0.0,62.0,6.33,930.3039,6.9767,73.176,19.8347,0.0,51.7857,6.0,3.0,100.0,37.5,17.5439,2378363.0,6.14,658.182,638.4615,1.7966,-18.439,1.742,-4.7863,-2.664,7.1065,129.367,1.8584,358.426,Altus Group Ltd/Canada,Real Estate
284,2019-12-31,AIF CT Equity,63.5,11.0,96.36,10.0,0.0,62.0,6.42,1524.446,6.9767,74.669,19.8347,0.0,51.7857,8.0,3.0,100.0,30.0,17.5439,3868269.0,6.22,735.125,638.4615,1.9403000000000001,18.194,1.2770000000000001,5.0674,2.6116,2.9951,214.246,2.5673,359.652,Altus Group Ltd/Canada,Real Estate
285,2020-12-31,AIF CT Equity,62.375,10.0,96.25,8.0,0.0,50.0,0.33,2004.2951,6.9767,81.229,19.8347,0.0,51.7857,7.0,3.0,100.0,37.5,17.5439,7853172.0,4.77,735.4,9.8361,1.9788999999999999,21.433,1.12,5.7684999999999995,2.915,6.7411,186.015,3.1801,383.449,Altus Group Ltd/Canada,Real Estate
286,2010-12-31,AIM CT Equity,56.111,10.0,100.0,9.0,0.0,,,2569.6373,2.3256,25.41,14.876,0.0,55.3571,8.0,1.0,100.0,11.111,3.5088,2809705.0,,5140.964,-95.5556,2.92,14.923,0.318,0.246,0.2881,43.1082,643.903,1.1792,1635.143,Aimia Inc,Communication Services
287,2011-12-31,AIM CT Equity,57.0,9.0,100.0,9.0,0.0,,,2076.9737,2.3256,38.527,14.876,0.0,55.3571,8.0,1.0,100.0,11.111,3.5088,3944092.0,,4931.733,-95.5556,3.4287,-59.678,0.215,-4.8262,-1.1849,2.9019,586.678,1.1561,1291.507,Aimia Inc,Communication Services
288,2012-12-31,AIM CT Equity,57.6,8.0,100.0,10.0,0.0,,,2561.5835,2.3256,27.67,14.876,0.0,55.3571,9.0,2.0,100.0,20.0,3.5088,4309122.0,,5246.581,-95.5556,3.8552999999999997,165.507,0.234,11.6885,3.2521,6.2863,793.126,1.2339,1324.67,Aimia Inc,Communication Services
289,2013-12-31,AIM CT Equity,58.7,20.0,99.5,10.0,0.0,53.0,1.67,3373.7156,10.8527,48.42,23.9669,0.0,55.3571,9.0,2.0,100.0,20.0,22.807,3916578.0,4.53,5338.596,-95.5556,5.0324,-498.281,0.2,-48.4444,-9.4147,-25.5843,794.853,1.4881,772.91,Aimia Inc,Communication Services
290,2014-12-31,AIM CT Equity,58.889,8.0,100.0,9.0,0.0,54.0,2.67,2532.8839,10.8527,52.321,23.9669,0.0,55.3571,8.0,2.0,100.0,22.222,22.807,5652736.0,5.25,5404.8,88.1356,6.9723,-40.3,0.177,-7.8527000000000005,-0.7502,47.5189,646.4,1.3221,778.7,Aimia Inc,Communication Services
291,2015-12-31,AIM CT Equity,59.889,11.0,98.0,9.0,0.0,55.0,3.67,1475.2392,13.1783,58.989,25.2066,0.0,55.3571,8.0,2.0,100.0,22.222,22.807,4895288.6112,6.25,5224.7,68.5714,8.3915,0.1,0.207,-2.8105,0.0019,-0.3321,647.3,1.1838,504.4,Aimia Inc,Communication Services
292,2016-12-31,AIM CT Equity,59.25,11.0,98.0,12.0,0.0,56.0,4.67,1352.3762,4.6512,69.639,19.4215,0.0,50.0,11.0,3.0,100.0,25.0,22.807,4503189.0,5.53,4508.0,-718.1818,15.95,-66.3,0.212,-27.2697,-1.3624,-28.5012,448.3,1.2744,115.5,Aimia Inc,Communication Services
293,2017-12-31,AIM CT Equity,59.222,14.0,98.0,9.0,0.0,49.0,1.0,569.6289,2.3256,56.704,18.1818,0.0,50.0,8.0,1.0,100.0,11.111,22.807,9440774.0,4.8100000000000005,4069.7,-45.5556,15.95,-270.5,0.213,-27.2697,-6.3071,-86.8073,449.3,1.1943,-221.0,Aimia Inc,Communication Services
294,2018-12-31,AIM CT Equity,57.556,45.0,98.0,9.0,0.0,41.0,0.67,562.0136,2.3256,35.621,18.1818,0.0,50.0,8.0,1.0,100.0,11.111,22.807,7582085.0,3.48,3397.3,9.9237,15.95,-72.0,0.232,-27.2697,-1.9285,-28.0052,300.9,1.3452,-294.9,Aimia Inc,Communication Services
